"","case_","x_","y_","annual_100m","perennial_100m","shrub_100m","annual_500m","perennial_500m","shrub_500m"
"28",FALSE,597268.045310974,4757292.21353606,27.1666666666667,11.25,4.91666666666667,28.8154362416107,10.5503355704698,4.18791946308725
"29",FALSE,562373.044598403,4775041.27327336,8.66666666666667,10.6666666666667,13.9166666666667,8.96989966555184,11.6722408026756,11.6622073578595
"30",FALSE,542273.612665986,4777407.17815156,7.33333333333333,11.3333333333333,16.1666666666667,9.05423728813559,12.6474576271186,16.0745762711864
"31",FALSE,541502.246249881,4801457.9479892,7.33333333333333,9.16666666666667,1.66666666666667,7.44370860927152,14.1026490066225,2.97350993377483
"32",FALSE,542959.630136001,4796446.18374212,23.4166666666667,28.0833333333333,8.41666666666667,20.0406779661017,24.0067796610169,11.8474576271186
"33",FALSE,615270.676412787,4747391.64577067,20.9230769230769,15.1538461538462,5.76923076923077,20.4026845637584,18.241610738255,7.6006711409396
"34",FALSE,624153.498453401,4758513.81250677,16.4166666666667,16.5833333333333,11.3333333333333,23.8892617449664,19.738255033557,7.09060402684564
"35",FALSE,598408.464768374,4758789.30158562,25.6363636363636,8.09090909090909,10.0909090909091,16.2709030100334,7.93979933110368,6.77257525083612
"36",FALSE,553886.341192572,4800376.90943138,14.5,24.0833333333333,6.66666666666667,14.8547854785479,21.0660066006601,7.66336633663366
"37",FALSE,589659.312188045,4773799.26857866,4,23.4545454545455,5.90909090909091,5.86101694915254,22.7016949152542,6.25084745762712
